TEMP_C, PRESSURE_PA, PING_TIME_US
"0.0",100526,5329
"0.0",100521,5298
"0.0",100521,5401
"0.0",100521,5374
"0.0",100524,5373
"0.0",100524,5518
"0.0",100526,5329
"0.0",100523,5350
"0.0",100532,5394
"0.0",100524,5479
"0.0",100521,5327
"0.0",100523,5458
"0.0",100530,5354
"0.0",100522,5400
"0.0",100531,5348
"0.0",100529,5324
"0.0",100528,5352
"0.0",100522,5375
"0.0",100533,5379
"0.0",100525,5652
"0.0",100530,5425
"0.0",100527,5354
"0.0",100525,5379
"0.0",100527,5400
"0.0",100526,5356
"0.0",100522,5298
"0.0",100525,5392
"0.0",100521,5331
"0.0",100523,5377
"0.0",100519,5453
"0.0",100530,5379
"0.0",100530,5279
"0.0",100530,5356
"0.0",100528,5356
"0.0",100525,5392
"0.0",100527,5294
"0.0",100528,5378
"0.0",100520,5539
"0.0",100523,5420
"0.0",100519,5568
"0.0",100524,5350
"0.0",100528,5378
"0.0",100526,5302
"0.0",100532,5341
"0.0",100523,5302
"0.0",100526,5354
"0.0",100526,5329
"0.0",100527,5353
"0.0",100526,5375
"0.0",100520,5302
"0.0",100526,5472
"0.0",100531,5445
"0.0",100528,5417
"0.0",100533,5272
"0.0",100524,5306
"0.0",100527,5348
"0.0",100523,5417
"0.0",100526,5392
"0.0",100527,5375
"0.0",100532,5327
"0.0",100531,5428
"0.0",100524,5425
"0.0",100528,5352
"0.0",100530,5404
"0.0",100528,5405
"0.0",100528,5425
"0.0",100528,5348
"0.0",100525,5378
"0.0",100525,5403
"0.0",100533,5383
"0.0",100521,5484
"0.0",100529,5358
"0.0",100529,5358
"0.0",100531,5333
"0.0",100524,5358
"0.0",100530,5411
"0.0",100526,5483
"0.0",100529,5310
"0.0",100527,5328
"0.0",100526,5335
"0.0",100527,5333
"0.0",100527,5358
"0.0",100524,5335
"0.0",100528,5383
"0.0",100530,5335
"0.0",100527,5329
"0.0",100526,5380
"0.0",100525,5387
"0.0",100526,5310
"0.0",100529,5436
"0.0",100522,5359
"0.0",100528,5383
"0.0",100519,5311
"0.0",100521,5303
"0.0",100525,5404
"0.0",100523,5335
"0.0",100523,5387
"0.0",100527,5412
"0.0",100525,5405
"0.0",100523,5362
"0.0",100530,5411
"0.0",100528,5311
"0.0",100533,5338
"0.0",100528,5306
"0.0",100521,5333
"0.0",100524,5311
"0.0",100521,5412
"0.0",100527,5388
"0.0",100523,5387
"0.0",100524,5384
"0.0",100518,5281
"0.0",100519,5327
"0.0",100523,5382
"0.0",100532,5327
"0.0",100529,5405
"0.0",100524,5310
"0.0",100528,5331
"0.0",100528,5310
"0.0",100524,5349
"0.0",100528,5386
"0.0",100529,5303
"0.0",100531,5379
"0.0",100525,5388
"0.0",100520,5336
"0.0",100519,5359
"0.0",100519,5333
"0.0",100526,5433
"0.0",100524,5388
"0.0",100519,5437
"0.0",100526,5403
"0.0",100527,5328
"0.0",100525,5336
"0.0",100520,5461
"0.0",100519,5337
"0.0",100523,5315
"0.0",100530,5287
"0.0",100527,5315
"0.0",100530,5331
"0.0",100524,5329
"0.0",100526,5312
"0.0",100526,5388
"0.0",100521,5312
"0.0",100530,5388
"0.0",100516,5312
"0.0",100530,5450
"0.0",100523,5306
"0.0",100528,5289
"0.0",100527,5411
"0.0",100520,5386
"0.0",100522,5388
"0.0",100523,5365
"0.0",100519,5383
"0.0",100519,5359
"0.0",100528,5312
"0.0",100526,5390
"0.0",100533,5340
"0.0",100529,5312
"0.0",100524,5332
"0.0",100528,5290
"0.0",100534,5365
"0.0",100533,5314
"0.0",100528,5363
"0.0",100529,5408
"0.0",100533,5380
"0.0",100532,5366
"0.0",100523,5316
"0.0",100528,5362
"0.0",100534,5365
"0.0",100525,5390
"0.0",100529,5335
"0.0",100524,5316
"0.0",100521,5365
"0.0",100520,5338
"0.0",100518,5384
"0.0",100525,5308
"0.0",100524,5332
"0.0",100525,5293
"0.0",100521,5293
"0.0",100532,5366
"0.0",100530,5332
"0.0",100526,5359
"0.0",100527,5366
"0.0",100529,5316
"0.0",100528,5314
"0.0",100521,5332
"0.0",100534,5401
"0.0",100528,5407
"0.0",100539,5384
"0.0",100526,5482
"0.0",100530,5302
"0.0",100521,5375
"0.0",100528,5317
"0.0",100525,5296
"0.0",100527,5345
"0.0",100524,5302
"0.0",100541,5421
"0.0",100529,5451
"0.0",100525,5396
"0.0",100523,5320
"0.0",100531,5363
"0.0",100528,5396
"0.0",100530,5348
"0.0",100531,5342
"0.0",100530,5324
"0.0",100529,5446
"0.0",100530,5367
"0.0",100530,5349
"0.0",100534,5354
"0.0",100528,5302
"0.0",100528,5306
"0.0",100529,5348
"0.0",100525,5333
"0.0",100532,5400
"0.0",100529,5407
"0.0",100525,5306
"0.0",100525,5349
"0.0",100529,5327
"0.0",100523,5331
"0.0",100524,5303
"0.0",100529,5328
"0.0",100529,5407
"0.0",100523,5295
"0.0",100529,5366
"0.0",100527,5400
"0.0",100529,5352
"0.0",100529,5300
"0.0",100532,5352
"0.0",100531,5340
"0.0",100527,5377
"0.0",100533,5306
"0.0",100528,5379
"0.0",100529,5345
"0.0",100528,5388
"0.0",100527,5377
"0.0",100533,5377
"0.0",100526,5432
"0.0",100538,5300
"0.0",100529,5379
